[[FileID]],[[LineID]],[[Character]],[[English]],[[Japanese]],[[MTrans]],[[メモ]],[[管理要メモ]],[[Sequence]]
BeachA_Items_ORIGINAL,CLARISSA_0010,CLARISSA,"For God's sakes, it's obvious what she means. He likes her. Right?",,神の酒のために、それは彼女が何を意味するのかは明らかです。彼は彼女が好き。右？,,,35
BeachA_Items_ORIGINAL,NONA_0013,NONA,"Look, Alex… Ren seems nice? And... I know he’s your friend and, you know, whatever but... I’m just not in the mood for… something, right now. So, if you could just, like, tell him that?",,アレックス...レンがいいようだ、見て？そして...私は今、しかし...私は...何か気分でだけじゃないものは何でも、あなたが知っている、彼はあなたの友人を知っていると。だから、あなただけ、のような、彼のことを伝えることができれば？,,,36
BeachA_Items_ORIGINAL,NONA_0015,NONA,Just so he like doesn’t get his hopes up or… whatever. ,,彼の希望を取得したりしません。ただ、彼が好きなので...何でも。,,,37
BeachA_Items_ORIGINAL,NONA_0016,NONA,I’d appreciate it. ,,私はそれを感謝します。,,,38
BeachA_Items_ORIGINAL,NONA_0017,NONA,"Yeah, I was just saying... if you could just tell Ren I’m not interested right now…",,ええ、私は言っていた...あなたはちょうど今、私は興味がないレンを伝えることができれば...,,,39
BeachA_Items_ORIGINAL,NONA_0018,NONA,That would be great. ,,それは素晴らしいことです。,,,40
BeachA_Items_ORIGINAL,ALEX_0014,ALEX(女),"Nona, c’mon, be a big girl here. You can tell him if you're not into it.",,ノナは、勘弁してくれよ、ここに大きな女の子も。あなたがそこにいないのであればあなたは彼を伝えることができます。,,,41
BeachA_Items_ORIGINAL,NONA_0019,NONA,"Whatever. I thought it would be better coming from a friend, but yeah, sure.",,なんでも。私は確かに、ええ、それは友人から来た方が良いだろうと思ったが、。,,,42
BeachA_Items_ORIGINAL,ALEX_0015,ALEX(女),Yeah. Sure thing. ,,うん。確実なこと。,,,43
BeachA_Items_ORIGINAL,NONA_0020,NONA,Thanks.,,ありがとうございました。,,,44
BeachA_Items_ORIGINAL,ALEX_0016,ALEX(女),"Just… just think about it, will you? He’s not a bad guy. ",,ただ...ただそれについて考え、あなたのだろうか？彼は悪者ではありません。,,,45
BeachA_Items_ORIGINAL,NONA_0021,NONA,"I know. But you think about it, too.",,知っている。しかし、あなたは、あまりにも、それについて考えます。,,,46
BeachA_Items_ORIGINAL,ALEX_0017,ALEX(女),Think about dating him? ,,彼とデートを考えてみて？,,,47
BeachA_Items_ORIGINAL,NONA_0022,NONA,"No, think about telling him I'm not into it so he doesn't like, get his hopes up or whatever.",,いいえ、彼の希望アップまたは何を取得、彼は好きではないので、私はそれにはないよ彼に言って考えます。,,,48
BeachA_Items_ORIGINAL,ALEX_0018,ALEX(女),Oh.,,ああ。,,,49
BeachA_Items_ORIGINAL,ALEX_0019,ALEX(女),You look... relaxed.,,あなたは...リラックスに見えます。,,,50
BeachA_Items_ORIGINAL,CLARISSA_0011,CLARISSA,I am relaxed.,,私はリラックスしています。,,,51
BeachA_Items_ORIGINAL,ALEX_0020,ALEX(女),"Clarissa, seriously… what’s your problem?",,クラリッサ、真剣に...あなたの問題は何ですか？,,,52
BeachA_Items_ORIGINAL,CLARISSA_0012,CLARISSA,"Nothing’s wrong, Alex. And even if something was wrong... there is no problem on the face of the Earth that cannot be solved by what I’m doing right now. ",,何もアレックス、間違っていません。そして、何かが間違っていた場合でも...私が今やっていることでは解決できない地球の表面上の問題はありません。,,,53
BeachA_Items_ORIGINAL,NONA_0023,NONA,What's that?,,あれは何でしょう？,,,54
BeachA_Items_ORIGINAL,CLARISSA_0013,CLARISSA,Staring into forever.,,永遠に見つめます。,,,55
BeachA_Items_ORIGINAL,NONA_0024,NONA,Meditating?,,瞑想？,,,56
BeachA_Items_ORIGINAL,CLARISSA_0014,CLARISSA,"Yeah, sure.",,必ず、うん。,,,57
BeachA_Items_ORIGINAL,ALEX_0021,ALEX(女),"Clarissa, I wanna be friends. Can we be friends?",,クラリッサは、私は友人になりたいです。友達になれますか？,,,58
BeachA_Items_ORIGINAL,CLARISSA_0015,CLARISSA,This is like a very special episode of Fart Date. ,,これは、おなら日の非常に特別なエピソードのようなものです。,,,59
BeachA_Items_ORIGINAL,NONA_0025,NONA,[laughs],,[笑],,,60
BeachA_Items_ORIGINAL,CLARISSA_0016,CLARISSA,"I'm friends with everybody, Alex, alright? Relax.",,私は大丈夫、みんな、アレックス、と友達ですよ？リラックス。,,,61
BeachA_Items_ORIGINAL,ALEX_0022,ALEX(女),Are you alright? Did something happen today or something?,,だいじょうぶですか？何かが今日か何か起こりましたか。,,,62
BeachA_Items_ORIGINAL,CLARISSA_0017,CLARISSA,Something happens every day.,,何かが毎日行われます。,,,63
BeachA_Items_ORIGINAL,ALEX_0023,ALEX(女),Ren? ,,漣？,,,64
BeachA_Items_ORIGINAL,REN_0001,REN(男),Shunnah... funnah?,,funnah ... Shunnah？,,,65
BeachA_Items_ORIGINAL,ALEX_0024,ALEX(女),Forget it.,,忘れてください。,,,66
BeachA_Items_ORIGINAL,ALEX_0025,ALEX(女),"Island livin', huh?",,島リヴィン、ハァッ？,,,67
BeachA_Items_ORIGINAL,JONAS_0001,JONAS(男),"Uh, yep.",,うん、ええと。,,,68
BeachA_Items_ORIGINAL,ALEX_0026,ALEX(女),"Get any reception, or...",,任意の受信を取得、または...,,,69
BeachA_Items_ORIGINAL,JONAS_0002,JONAS(男),"No, not really.",,いや、そうでもありません。,,,70
BeachA_Items_ORIGINAL,ALEX_0027,ALEX(女),"Look, I’m sorry about all that… drama over nothing...",,私はすべてのことについて申し訳ありません、見て...何も以上のドラマを...,,,71
BeachA_Items_ORIGINAL,JONAS_0003,JONAS(男),"No, nah, it’s fine. How are you doing? ",,いや、いや、それは大丈夫です。お元気ですか？,,,72
BeachA_Items_ORIGINAL,ALEX_0028,ALEX(女),"Uh, fine. I’ve known Clarissa long enough that… she needs to go really deep into her bag of tricks to tick me off. ",,罰金、ええと。私は...彼女は私をオフにダニためにトリックの彼女のバッグの中に本当に深く行くために必要があることに十分な長クラリッサが知られてきました。,,,73
BeachA_Items_ORIGINAL,JONAS_0004,JONAS(男),Good. ,,良い。,,,74
BeachA_Items_ORIGINAL,ALEX_0029,ALEX(女),"Honestly I’m kinda annoyed right now. Clarissa has a way of just digging her claws in, ya know? ",,正直なところ、私は今ちょっとイライラしています。クラリッサはちょうど屋が知っている、彼女の爪を掘る方法を持っていますか？,,,75
BeachA_Items_ORIGINAL,JONAS_0005,JONAS(男),"Yeah, I feel like I kinda do know now after the game. But, it’s fine, forget about it. ",,ええ、私はちょっと試合後、今知っているように感じます。しかし、それはそれを忘れ、罰金です。,,,76
BeachA_Items_ORIGINAL,ALEX_0030,ALEX(女),"Pissed. But, I mean, she has to live with herself and I don’t so… I win. ",,腹を立て。しかし、私は意味、彼女は彼女自身と一緒に暮らすことがあると、私はそうではないん...私は勝ちます。,,,77
BeachA_Items_ORIGINAL,JONAS_0006,JONAS(男),Good point.,,いい視点ね。,,,78
BeachA_Items_ORIGINAL,JONAS_0007,JONAS(男),"Just gonna bottle your anger, huh? Okay, but don’t explode it on me in like an hour or something. ",,ちょうどつもりだよね、あなたの怒りをボトル？さて、しかし時間か何かのように私にそれを爆発しないでください。,,,79
BeachA_Items_ORIGINAL,JONAS_0008,JONAS(男),"I, uh, didn’t realize our cell phones wouldn’t work on the island. I kinda promised my dad I’d call him. ",,私は、ええと、私たちの携帯電話は、島では動作しません実現しませんでした。私は、ちょっと、私は彼を呼びたい、私のお父さんを約束しました。,,,80
BeachA_Items_ORIGINAL,JONAS_0009,JONAS(男),"He never used to be this, uh, needy, but… since my mom died he’s kinda shortened the leash on me a bit. ",,私の母は彼がちょっと私に少し紐を短くしていますので、死亡した彼は、これ、ええと、貧乏、しかし...にするために使用することはありません。,,,81
BeachA_Items_ORIGINAL,JONAS_0010,JONAS(男),He’s gonna be kinda pissed. ,,彼はつもりちょっと怒っれています。,,,82
BeachA_Items_ORIGINAL,JONAS_0011,JONAS(男),"Not a good way to start the move, huh?",,ハァッ、移動を開始しない良い方法はありますか？,,,83
BeachA_Items_ORIGINAL,ALEX_0031,ALEX(女),"Oh, he’ll be fine. He knows you’re with me.",,ああ、彼は大丈夫です。彼はあなたが私と一緒にいる知っています。,,,84
BeachA_Items_ORIGINAL,JONAS_0012,JONAS(男),I think that’s what he’s worried about. ,,私は、彼が心配だ何だと思います。,,,85
BeachA_Items_ORIGINAL,ALEX_0032,ALEX(女),"He has my mom, so… ",,彼はそう、私のお母さんを持っています...,,,86
BeachA_Items_ORIGINAL,JONAS_0013,JONAS(男),"Ugh, that’s where you go? ",,あなたが行くどこうわ、それはですか？,,,87
BeachA_Items_ORIGINAL,ALEX_0033,ALEX(女),"Not like that! I just mean, you know, he has somebody else to talk to!",,あのようでなく！私はちょうど彼が話をする他の誰かを持っている、あなたが知っている、意味します！,,,88
BeachA_Items_ORIGINAL,JONAS_0014,JONAS(男),"Oh, okay, yeah I guess that makes sense. ",,ああ、大丈夫、ええ、私はそれが理にかなっていると思います。,,,89
BeachA_Items_ORIGINAL,ALEX_0034,ALEX(女),"Yeah, I shoulda warned you. The technology here… I think they just got, like, mechanical pens, so...",,ええ、私はshouldaあなたに警告しました。ここでの技術は...私は、彼らはちょうどそう、機械的なペンのように、だと思います...,,,90
BeachA_Items_ORIGINAL,JONAS_0015,JONAS(男),"Eh, it's no big deal, don't worry about it.",,ええ、それはそれについて心配しないで、大したことありません。,,,91
BeachA_Items_ORIGINAL,JONAS_0016,JONAS(男),"I’m gonna just write a text to him so in case I wander into a couple of bars or something, he might get it. ",,私は場合には、私は彼がそれを得るかもしれない、棒か何かのカップルにさまようように、ちょうど彼にテキストを書き込むつもりです。,,,92
BeachA_Items_ORIGINAL,JONAS_0017,JONAS(男),"Oh, I was just saying that my dad’s gotten kinda needy, that’s all… since my mom passed. ",,ああ、私はちょうどそれがすべてです...私のお母さんが経過しているので、私の父はちょっと貧乏得ていることを言っていました。,,,93
BeachA_Items_ORIGINAL,ALEX_0035,ALEX(女),Let’s hop this thing and check in with Ren. ,,のは、この事をホップとレンで確認してみましょう。,,,94
BeachA_Items_ORIGINAL,JONAS_0018,JONAS(男),"Alright, let’s do it. ",,さてさて、のはそれをやらせます。,,,95
BeachA_Items_ORIGINAL,JONAS_0019,JONAS(男),"C’mon, I’ll push you over. ",,勘弁してくれよ、私はあなたをプッシュします。,,,96
BeachA_Items_ORIGINAL,JONAS_0020,JONAS(男),Whenever you’re ready. ,,たびあなたは準備が整いました。,,,97
BeachA_Items_ORIGINAL,JONAS_0021,JONAS(男),"Unless I get a crink in my back, which…",,これは、私は私の背中にcrinkを取得しない限り...,,,98
BeachA_Items_ORIGINAL,JONAS_0022,JONAS(男),Might happen if you don’t go soon. ,,あなたはすぐに行っていない場合に発生することがあります。,,,99
BeachA_Items_ORIGINAL,JONAS_0023,JONAS(男),"So… the cave… what’s your bet? On a scale of one to ten, how weird is it gonna be? ",,だから... ...洞窟...あなたの賭けは何ですか？ 1〜10のスケールで、それがつもりどのように奇妙なのですか？,,,100
BeachA_Items_ORIGINAL,ALEX_0036,ALEX(女),"I dunno. A one? Ren’s pulled me into a closet to look at a broom he swore looked like Abraham Lincoln, so… adjust your expectations accordingly. ",,私は知らないよ。 1？レンさんは、彼はエイブラハム・リンカーンのように見えたので...それに応じてあなたの期待を調整誓ったほうきを見てクローゼットに私を引っ張りました。,,,101
BeachA_Items_ORIGINAL,JONAS_0024,JONAS(男),Alright.,,よし。,,,102
BeachA_Items_ORIGINAL,ALEX_0037,ALEX(女),"Probably a five. Weird enough to remember, but... not weird enough to tell anybody about it after.",,おそらく5。覚えておくのに十分な奇妙な、しかし、十分な...奇妙ではないが後にそれについて誰にも教えてくれます。,,,103
BeachA_Items_ORIGINAL,ALEX_0038,ALEX(女),"It’s Ren, so definitely ten. He gets excited easily, but… he has the concentration of a goldfish. ",,それはとても間違いなく10、レンです。彼は簡単に興奮し、しかし...彼は金魚の濃度を有します。,,,104
BeachA_Items_ORIGINAL,ALEX_0039,ALEX(女),The fact that he keeps demanding we see it must mean something. ,,彼は私たちを要求し続けているという事実は、それが何かを意味する必要があります参照してください。,,,105
BeachA_Items_ORIGINAL,JONAS_0025,JONAS(男),I’m goin’ with eight. I think Ren knows his caves. ,,私は8でやりましたよ。私は、レンは彼の洞窟を知っていると思います。,,,106
BeachA_Items_ORIGINAL,NONA_0026,NONA,"Oh, hey, I guess good bye!",,ああ、ちょっと、私はさよならを推測します！,,,107
BeachA_Items_ORIGINAL,ALEX_0040,ALEX(女),I can still hear you. ,,私はまだあなたを聞くことができます。,,,108
BeachA_Items_ORIGINAL,NONA_0027,NONA,"Okay, just forget it.",,さて、それを忘れています。,,,109
BeachA_Items_ORIGINAL,ALEX_0041,ALEX(女),"Oh, sorry, I get-- sometimes I get antsy. I have like no attention span. ",,ああ、申し訳ありませんが、私は時々、私はイライラを取得しますget--。ノーアテンションスパンのように持っています。,,,110
BeachA_Items_ORIGINAL,NONA_0028,NONA,I can see that.,,わかります。,,,111
BeachA_Items_ORIGINAL,NONA_0029,NONA,Really? Again? Fine. ,,本当に？再び？ファイン。,,,112
BeachA_Items_ORIGINAL,ALEX_0042,ALEX(女),"Sorry, I have like no attention span, it’s not your fault. ",,申し訳ありませんが、私はノーアテンションスパンのように持っている、それはあなたのせいではありません。,,,113
BeachA_Items_ORIGINAL,NONA_0030,NONA,"Yeah, I know!",,ええ、私は知っています！,,,114
BeachA_Items_ORIGINAL,JONAS_0026,JONAS(男),"Um, alright, see you later!",,あの、大丈夫、後であなたを参照してください！,,,115
BeachA_Items_ORIGINAL,JONAS_0027,JONAS(男),Oh. Bye!,,ああ。さようなら！,,,116
BeachA_Items_ORIGINAL,ALEX_0043,ALEX(女),"Hey, where's this gate go to?",,ねえ、どここのゲートに行くのですか？,,,117
BeachA_Items_ORIGINAL,CLARISSA_0018,CLARISSA,"Uh, kitten, we’re playing a game here?! Be social and come play. ",,ええと、子猫、我々はここでゲームをプレイしています！社会的なことや遊びに来ます。,,,118
BeachA_Items_ORIGINAL,CLARISSA_0019,CLARISSA,We’re not the tour guide!,,我々はツアーガイドではありません！,,,119
BeachA_Items_ORIGINAL,ALEX_0044,ALEX(女),How’d you get the fire started? ,,どうやって火を始めますか？,,,120
BeachA_Items_ORIGINAL,NONA_0031,NONA,We are the fire starter!,,私たちは、火災スターターです！,,,121
BeachA_Items_ORIGINAL,NONA_0032,NONA,A lighter. ,,ライター。,,,122
BeachA_Items_ORIGINAL,CLARISSA_0020,CLARISSA,We are truly marvels of modern science. ,,私たちは、本当に現代科学の驚異です。,,,123
BeachA_Items_ORIGINAL,ALEX_0045,ALEX(女),"If it wasn’t so cold, I’d want to go swimming. ",,それはとても冷たいなかった場合、私は泳ぎに行きたいと思います。,,,124
BeachA_Items_ORIGINAL,NONA_0033,NONA,"Yeah, I’m always surprised it stays as warm as it does in the summer…",,ええ、私はいつもそれが夏にないほど暖かいまま驚いています...,,,125
BeachA_Items_ORIGINAL,NONA_0034,NONA,[laughs],,[笑],,,126
BeachA_Items_ORIGINAL,CLARISSA_0021,CLARISSA,"No, it’s alright, Nona. It’s like a little one act play. “I Wanna Fit In: The Alex Story.” ",,いいえ、それは、ノナ大丈夫です。それは小さな一幕劇のようなものです。 「アイワナフィットで：アレックスの物語。」,,,127
BeachA_Items_ORIGINAL,JONAS_0028,JONAS(男),How will we… know when it’s…,,それはだとき、どのように我々は...知っているだろう...,,,128
BeachA_Items_ORIGINAL,REN_0002,REN(男),"You'll know, trust me.",,あなたは私を信頼し、知っていますよ。,,,129
BeachA_Items_ORIGINAL,REN_0003,REN(男),So just pull out your radio...,,だから、あなたのラジオを引き出し...,,,130
BeachA_Items_ORIGINAL,REN_0004,REN(男),Any day...,,いつでも...,,,131
BeachA_Items_ORIGINAL,REN_0005,REN(男),"While we're young, please...",,私たちは若くている間、してください...,,,132
BeachA_Items_ORIGINAL,REN_0006,REN(男),"Seriously, Alex, just pull out your radio and tune it. ",,真剣に、アレックスは、ちょうどそれをあなたのラジオや曲を引き出します。,,,133
BeachA_Items_ORIGINAL,JONAS_0029,JONAS(男),Holy crap.,,神聖ながらくた。,,,134
BeachA_Items_ORIGINAL,REN_0007,REN(男),"Wow, it’s even cooler than I thought it would be. ",,うわー、それは私はそれが可能だろうと思ったよりもさらにクーラーです。,,,135
BeachA_Items_ORIGINAL,REN_0008,REN(男),This is insane.,,これは非常識です。,,,136
BeachA_Items_ORIGINAL,ALEX_0049,ALEX(女),How… how is this… how can this be possible? ,,...どのようにこれがどのようにこれを可能にすることができます...どうですか？,,,137
BeachA_Items_ORIGINAL,REN_0009,REN(男),"Maybe the tuning’s, like, unblocking a weather balloon or something…",,たぶんチューニングの、気象観測気球か何かのブロックを解除、のような...,,,138
BeachA_Items_ORIGINAL,JONAS_0030,JONAS(男),That doesn’t make any sense.,,それはどんな意味がありません。,,,139
BeachA_Items_ORIGINAL,REN_0010,REN(男),"Well it’s just crazy, then, cause I don’t know. ",,私にはわからない原因まあ、それは、それから、ちょうどクレイジーです。,,,140
BeachA_Items_ORIGINAL,ALEX_0050,ALEX(女),What… is it? What’s doing it? ,,それは何ですか？それは何をやっていますか？,,,141
BeachA_Items_ORIGINAL,ALEX_0051,ALEX(女),It must be... uh... like....,,それはのような...ええと...でなければなりません....,,,142
BeachA_Items_ORIGINAL,REN_0011,REN(男),"My running theory has always been like traffic reports from another galaxy, but… you know…",,私のランニング理論は常に別の銀河からのトラフィックレポートのようでしたが、...あなたが知っています...,,,143
BeachA_Items_ORIGINAL,REN_0012,REN(男),"If you move around it kind of changes, too... I think. Like… over at this pile… come over here and try it. ",,あなたはその周りの変更の種類を移動すると、あまりにも...私は思います。以下のような...以上、この山で...こっちに来て、それを試してみてください。,,,144
BeachA_Items_ORIGINAL,JONAS_0031,JONAS(男),This is so cool.,,これはとてもクールです。,,,145
BeachA_Items_ORIGINAL,REN_0013,REN(男),I know!,,知っている！,,,146
BeachA_Items_ORIGINAL,JONAS_0032,JONAS(男),"Clarissa and Nona should see this. Right? I mean, I know it’s like weird with you guys or whatever for some reason, but--",,クラリッサとノナはこれを見るべきです。右？私が意味する、私はいくつかの理由のために君たちまたは何で、それは奇妙なようだ知っています、but--,,,147
BeachA_Items_ORIGINAL,REN_0014,REN(男),They-- they’re fine where they are. ,,彼らがどこにあるかThey--彼らがいいですよ。,,,148
BeachA_Items_ORIGINAL,JONAS_0033,JONAS(男),"Okay, just what is Clarissa’s issue with you two?",,さて、あなた2とクラリッサの問題は何ですか？,,,149
BeachA_Items_ORIGINAL,JONAS_0034,JONAS(男),Really. ,,本当に。,,,150
BeachA_Items_ORIGINAL,REN_0015,REN(男), It’s not… an “issue” with me…,, それは私と一緒に...「問題」ではありません...,,,151
BeachA_Items_ORIGINAL,REN_0016,REN(男),Per say...,,あたりは言います...,,,152
BeachA_Items_ORIGINAL,ALEX_0052,ALEX(女),"She dated Michael for five seconds like, three years ago.",,彼女は3年前のように5秒間マイケル日付。,,,153
BeachA_Items_ORIGINAL,REN_0017,REN(男),It was for a couple months a year and a half ago. ,,それは一年半前に数ヶ月のためでした。,,,154
BeachA_Items_ORIGINAL,ALEX_0053,ALEX(女),"Who cares, it doesn’t matter. ",,気に誰が、それは問題ではありません。,,,155
BeachA_Items_ORIGINAL,REN_0018,REN(男),"Clarissa dated her brother, Mike, for a little while way back when. ",,クラリッサはしばらくのための帰り道、彼女の兄、マイクを、日付。,,,156
BeachA_Items_ORIGINAL,ALEX_0054,ALEX(女),The problem is that she’s a monster who can’t help monstering out on everybody. ,,問題は彼女が皆に出monstering助けることができないモンスターだということです。,,,157
BeachA_Items_ORIGINAL,REN_0019,REN(男),It's just...,,それはただ...,,,158
BeachA_Items_ORIGINAL,REN_0020,REN(男),"It’s no big deal, though. ",,しかし、それは大したことありません。,,,159
BeachA_Items_ORIGINAL,REN_0021,REN(男),Just ignore it.,,ちょうどそれを無視します。,,,160
BeachA_Items_ORIGINAL,ALEX_0055,ALEX(女),"Whatever! She never liked me, not even then! ",,なんでも！彼女がいなくても、その後、私を気に入ったことはありません！,,,161
BeachA_Items_ORIGINAL,ALEX_0056,ALEX(女),"I was always the little sister who got in the way, who she had to climb in through windows to sneak around. ",,私はいつも彼女が周りこっそり窓から登っていた方法で得た妹でした。,,,162
BeachA_Items_ORIGINAL,ALEX_0057,ALEX(女),She should just seriously get over it already. ,,彼女はちょうど真剣にすでにそれを乗り越える必要があります。,,,163
BeachA_Items_ORIGINAL,REN_0022,REN(男),"Clarissa’s the kind of person who doesn’t feel “full” unless she’s pissed at somebody, so…",,クラリッサはそう、彼女は誰かに腹を立てていない限り、「完全な」感じていない人のようなものです...,,,164
BeachA_Items_ORIGINAL,REN_0023,REN(男),Oof. The brownies are kickin’ in. Did that make sense? ,,OOF。ブラウニーはにブラブラしている。それは理にかなっていましたか？,,,165
BeachA_Items_ORIGINAL,JONAS_0035,JONAS(男),[laughs],,[笑],,,166
BeachA_Items_ORIGINAL,JONAS_0036,JONAS(男),Enough sense.,,十分な感覚。,,,167
BeachA_Items_ORIGINAL,ALEX_0058,ALEX(女),"Yeah, it did to me. ",,うん、それは私にしました。,,,168
BeachA_Items_ORIGINAL,REN_0024,REN(男),"Okay, good.",,さて、良いです。,,,169
BeachA_Items_ORIGINAL,ALEX_0059,ALEX(女),Kind of. I got it. ,,やや。わかった。,,,170
BeachA_Items_ORIGINAL,ALEX_0060,ALEX(女),Are you... okay?,,大丈夫ですか？,,,171
BeachA_Items_ORIGINAL,REN_0025,REN(男),I think so.,,私はそう思う。,,,172
BeachA_Items_ORIGINAL,REN_0026,REN(男),Tell me if I start talking too much. Or not enough. ,,私はあまり話し始めるなら、私に教えてください。または十分ではありません。,,,173
BeachA_Items_ORIGINAL,REN_0027,REN(男),"Now there’s another cool spot, I think, over here…",,今、私はここの上に、考えて、別のクールスポットがあります...,,,174
BeachA_Items_ORIGINAL,REN_0028,REN(男),If you wanna bring it on over. ,,あなたがしたい場合はオーバーそれをもたらします。,,,175
BeachA_Items_ORIGINAL,REN_0029,REN(男),"Bring the noise, as they say...",,彼らが言うように、ノイズを持参...,,,176
BeachA_Items_ORIGINAL,JONAS_0037,JONAS(男),"God, it sounds... so...",,神は、それはそう...聞こえます...,,,177
BeachA_Items_ORIGINAL,REN_0030,REN(男),"Yeah, it sounds, uh....",,ええ、それはええと、聞こえる....,,,178
BeachA_Items_ORIGINAL,JONAS_0038,JONAS(男),Uhhh.......,,うーん.......,,,179
BeachA_Items_ORIGINAL,REN_0031,REN(男),Ummm......,,うーん......,,,180
BeachA_Items_ORIGINAL,ALEX_0061,ALEX(女),Satanic.,,悪魔。,,,181
BeachA_Items_ORIGINAL,REN_0032,REN(男),"Not what I was gonna say, but… close enough.",,ない何私はつもり十分に近いと言うが、...ました。,,,182
BeachA_Items_ORIGINAL,ALEX_0062,ALEX(女),"It’s freaking me out, a little. ",,それは、少し私をおかしくなり。,,,183
BeachA_Items_ORIGINAL,JONAS_0039,JONAS(男),Yeah.,,うん。,,,184
BeachA_Items_ORIGINAL,ALEX_0063,ALEX(女),"It sounds… like, painful. ",,それは痛い、のような音...。,,,185
BeachA_Items_ORIGINAL,REN_0033,REN(男),I’m just gonna go with blood-curdling. ,,私は、血液凝結して行くだけのつもりです。,,,186
BeachA_Items_ORIGINAL,JONAS_0040,JONAS(男),Wow! What was that?!,,うわー！何だって？！,,,187
BeachA_Items_ORIGINAL,REN_0034,REN(男),"God, you don’t even give a guy some warning!",,神は、あなたも男にいくつかの警告を与えていません！,,,188
BeachA_Items_ORIGINAL,JONAS_0041,JONAS(男),"Wait, what’d you just eat?",,あなただけ食べwhat'd、待って？,,,189
BeachA_Items_ORIGINAL,REN_0035,REN(男),"A somewhat magic brownie but, uh, don’t worry about it, the important thing is that with these rocks, you can tune, and this weird stuff happens!",,それについて心配しないで、多少の魔法ブラウニーはしかし、ええと、重要なことは、これらの岩と、あなたが調整できるということであり、この奇妙なものが起こります！,,,190
BeachA_Items_ORIGINAL,REN_0036,REN(男),"It’s really-- it’s crazier than I thought it would be, really.",,それは、私はそれは本当に、だろうと思ったよりもスゴいreally--です。,,,191
BeachA_Items_ORIGINAL,JONAS_0042,JONAS(男),I don’t get it.,,私はそれを得ることはありません。,,,192
BeachA_Items_ORIGINAL,REN_0037,REN(男),"This is the thing, you tune into these rocks and this weird stuff happens.",,これは、これらの岩にあなたの曲のものであり、この奇妙なものが発生します。,,,193
BeachA_TruthorSlap,NONA_0001,NONA,And sometimes play Truth or Slap.,,そして、時には真実やスラップを再生します。,,,1
BeachA_TruthorSlap,REN_0001,REN(男),Yeah! Let’s play that!,,うん！のはそれを再生してみよう！,,,2
BeachA_TruthorSlap,REN_0002,REN(男),We can inaugurate Jonas. ,,私たちは、ジョナスを発足することができます。,,,3
BeachA_TruthorSlap,REN_0003,REN(男),Ease him into the night’s festivities. ,,夜のお祭りに彼を和らげます。,,,4
BeachA_TruthorSlap,ALEX_0001,ALEX(女),"Truth or ""Slap?"" What’s that? ",,真実または「スラップ？」あれは何でしょう？,,,5
BeachA_TruthorSlap,REN_0004,REN(男),"We used to call it Hippo, until we got tired of people asking, “Why’s it called Hippo?”",,私たちは、尋ねる人々の疲れまで我々は、カバそれを呼び出すために使用される、「それはカバと呼ばれていますなぜ？」,,,6
BeachA_TruthorSlap,CLARISSA_0001,CLARISSA,"Because you get to yell, “you’re a dirty hippo,” before you slap someone. ",,あなたが叫ぶことを得るので、あなたが誰かを平手打ちする前に、「あなたは、汚れたカバです」。,,,7
BeachA_TruthorSlap,ALEX_0002,ALEX(女),"Isn’t it, uh, Truth or Dare? ",,それは、ええと、真実か挑戦かではないですか？,,,8
BeachA_TruthorSlap,REN_0005,REN(男),This is better than Truth or Dare because nobody ends up licking somebody’s butthole.  ,,これは真実よりも優れているか、誰もが誰かの肛門を舐め終わるんのであえて。,,,9
BeachA_TruthorSlap,REN_0006,REN(男),"You get asked a question, you have to tell the truth, but if somebody can prove that you lied the accuser gets to slap you. ",,あなたは真実を伝える必要があり、質問をしますが、もし誰かがあなたが告発があなたを平手打ちし得る嘘をついたことを証明することができます。,,,10
BeachA_TruthorSlap,REN_0007,REN(男),"It’s a good, uh, getting to know somebody game. ",,それは誰かのゲームを知ってもらう、ええと、良いことです。,,,11
BeachA_TruthorSlap,NONA_0002,NONA,Unless you lie a lot.,,あなたは多くのことをうそない限り。,,,12
BeachA_TruthorSlap,CLARISSA_0002,CLARISSA,Then it’s just a good hitting game. ,,それはちょうど良い打撃ゲームです。,,,13
BeachA_TruthorSlap,ALEX_0003,ALEX(女),"Yeah, fun. Any excuse to hit Ren.  ",,うん、楽しいです。レンをヒットする任意の言い訳。,,,14
BeachA_TruthorSlap,REN_0008,REN(男),"Hey, I’m the truthiest truth who ever truthed a--",,ねえ、私が今までにA-- truthed truthiest真実です,,,15
BeachA_TruthorSlap,CLARISSA_0003,CLARISSA,"Alright, let’s just get on with it!",,さてさて、ちょうどそれを上取得してみましょう！,,,16
BeachA_TruthorSlap,ALEX_0004,ALEX(女),How can you prove that somebody lied? ,,どのように誰かが嘘をついたことを証明することができますか？,,,17
BeachA_TruthorSlap,REN_0009,REN(男),"Hearsay, rumor, conjecture… the usual. ",,伝聞、噂、推測...いつも。,,,18
BeachA_TruthorSlap,JONAS_0001,JONAS(男),"Um, alright, I’m in. Let’s do it. ",,あの、大丈夫、私がいるよ。さんはそれをやってみましょう。,,,19
BeachA_TruthorSlap,ALEX_0005,ALEX(女),I haven’t played this since I was like… ten. Can’t we do something else? ,,私は10 ...のようだったので、私はこれをプレイしていません。私たちは何かを行うことはできませんか？,,,20
