[[FileID]],[[Name]],[[ID]],[[English]],[[Japanese]],[[MTrans]],[[Sequence]]
Choices,BombShelter_ConversationD_3240319right,#964490865,We should leave.,,私たちは去るべきです。,580
Choices,BombShelter_ConversationE_6127200left,#105143806,What’s going on?  ,,どうしたの？,581
Choices,BombShelter_ConversationE_6127200right,#763949599,A baseball game?  ,,野球の試合？,582
Choices,BombShelter_ConversationE_6127200top,#436220664,Is this still her?  ,,これはまだ彼女のですか？,583
Choices,BombShelter_ConversationF_4238962left,#548290355,Jonas! ,,ジョナス！,584
Choices,BombShelter_ConversationF_4238962right,#512557357,Don’t!,,しないでください！,585
Choices,BombShelter_ConversationF_4891928left,#236137235,"Jonas, I need you! ",,ジョナスは、私はあなたを必要！,586
Choices,BombShelter_ConversationF_4891928right,#509234352,Where did you go! ,,あなたは何処に行きましたか！,587
Choices,BombShelter_ConversationF_4891928top,#611817879,Oh no.  ,,あらいやだ。,588
Choices,BombShelter_Conversation_Timeloop2_7516693left,#611562107,Great…,,すばらしいです…,589
Choices,BombShelter_Conversation_Timeloop2_7516693right,#294609743,I hope that worked…,,私はそれが働いていた願っています...,590
Choices,BombShelter_Conversation_Timeloop_7516693left,#483381536,"Uh oh, I don’t remember this.",,ああええと、私はこれを覚えていません。,591
Choices,BombShelter_Conversation_Timeloop_7516693right,#315303649,Another Time Loop? Now?,,別の時間ループ？今？,592
Choices,BombShelter_Items_BlastDoors_7127763left,#945328396,Seriously?  ,,真剣に？,593
Choices,BombShelter_Items_BlastDoors_7127763right,#181386672,This isn’t a normal lock.  ,,これは、通常のロックではありません。,594
Choices,BombShelter_Items_BlastDoors_5472337left,#468639370,Stop before you hurt yourself.  ,,あなた自身を傷つける前に停止します。,595
Choices,BombShelter_Items_BlastDoors_5472337right,#408916940,Do you know what you’re doing?  ,,あなたは何をやっている知っていますか？,596
Choices,BombShelter_Items_BlastDoors_5472337top,#374546965,Be careful.  ,,注意してください。,597
Choices,BombShelter_Items_BlastDoors_5585820left,#198352719,"No, let’s go.  ",,いいえ、行きましょう。,598
Choices,BombShelter_Items_BlastDoors_5585820right,#634020051,Alright.  ,,よし。,599
Choices,BombShelter_Items_Beds_7856942left,#971401590,It would’ve worked.  ,,それは働いてきたでしょう。,600
Choices,BombShelter_Items_Beds_7856942right,#578603579,Maybe not… ,,そうでないかもしれない…,601
Choices,BombShelter_Items_Beds_7856942top,#139473078,"Too late now, anyway. ",,遅すぎる今、とにかく。,602
Choices,BombShelter_Items_Lamp_7062804left,#379398022,"Yeah, I think.  ",,ええ、私は思います。,603
Choices,BombShelter_Items_Lamp_7062804right,#524087266,Who knows.  ,,知るか。,604
Choices,BombShelter_Items_Radio_668764left,#558340410,We can talk to another reality. ,,私たちは、別の現実に話すことができます。,605
Choices,BombShelter_Items_Radio_668764right,#928148026,We can warn another version of ourselves.,,私たちは、自分自身の別のバージョンを警告することができます。,606
Choices,BombShelter_Items_Radio_668764top,#474061203,"I don’t even know, really…",,私も本当に、知りません...,607
Choices,BombShelter_Items_Radio_8189257left,#466988634,"Yeah, you’re right.",,うん、あなたは正しいです。,608
Choices,BombShelter_Items_Radio_8189257right,#530597780,Maybe we can still help.,,多分、我々はまだ助けることができます。,609
Choices,BombShelter_Items_Radio_8189257top,#893065499,It’s still something!,,それはまだ何か！,610
Choices,BombShelter_Items_Radio_2327420left,#911400190,"Alex, don’t go into the cave!",,アレックスは、洞窟に行っていません！,611
Choices,BombShelter_Items_Radio_2327420right,#174455958,"Alex, don’t use the radio!",,アレックスは、無線機を使用しないでください！,612
Choices,BombShelter_Items_Radio_2327420top,#352962707,"Alex, don’t come to the island!",,アレックスは、島に来ていません！,613
Choices,BombShelter_Items_Radio_7216995left,#479279278,"Help us, we’re on the island!",,私たちは島にしている、私たちを助けて！,614
Choices,BombShelter_Items_Radio_7216995right,#833580187,Anybody out there?,,そこに誰？,615
Choices,BombShelter_Items_Radio_7216995top,#593502860,"Yeah, forget it.",,うん、それを忘れて。,616
Choices,BombShelter_Script_StoppedTunning_6808756left,#865313564,This isn’t a good idea.  ,,これは良いアイデアではありません。,617
Choices,BombShelter_Script_StoppedTunning_6808756right,#680410230,"Sorry, my mistake.  ",,すみません、私の間違いです。,618
Choices,BombShelter_RadioMoments_TuningRedLight_3335463left,#999601770,I don’t know! ,,知りません！,619
Choices,BombShelter_RadioMoments_TuningRedLight_3335463right,#305845806,Just trying to help! ,,ただ、助けようと！,620
Choices,BombShelter_RadioMoments_TuningRedLight_9345507left,#131629493,What’s getting worse? ,,何が悪くなってきましたか？,621
Choices,BombShelter_RadioMoments_TuningRedLight_9345507right,#211502487,Yeah… ,,うん...,622
Choices,BombShelter_RadioMoments_TuningRedLight_2883542right,#911832060,"Well, at least it worked… ",,まあ、少なくともそれが働いていました...,623
Choices,CaveA_ConversationA_1152926right,#215393182,WHY did you run off?,,なぜあなたは、オフを実行したのですか？,624
Choices,CaveA_ConversationA_3115673left,#298402138,Didn't you hear me call?,,あなたは私を呼んで聞いていないですか？,625
Choices,CaveA_ConversationA_5227709left,#288812941,"In this context, YES.",,この文脈において、YES。,626
Choices,CaveA_ConversationA_5227709right,#572673126,It can be. ,,かもね。,627
Choices,CaveA_ConversationA_6398868left,#912251434,It's beautiful.,,美しい。,628
Choices,CaveA_ConversationA_6398868right,#300456628,It's creeping me out.,,それは私を忍び寄るています。,629
Choices,CaveA_ConversationA_6398868top,#247122977,Can we just go?,,私たちは行くことができますか？,630
Choices,CaveA_ConversationA_4693131left,#120916838,Neat. ,,ニート。,631
Choices,CaveA_ConversationA_4693131right,#968394839,Makes me sad.,,私を悲しくさせる。,632
Choices,CaveA_ConversationA_4693131top,#656996571,Where'd you find it?,,どこでしょあなたがそれを見つけますか？,633
Choices,CaveA_ConversationA_6119498left,#131537137,More creepiness!,,もっとcreepiness！,634
Choices,CaveA_ConversationA_9851968left,#580301919,It’s someone’s memory. ,,それは誰かのメモリです。,635
Choices,CaveA_ConversationA_9851968right,#193712718,Reminds me of death.,,死のことを思い出します。,636
Choices,CaveA_ConversationA_9851968top,#883923792,Somebody cared about it. ,,誰かがそれを気に。,637
Choices,CaveA_ConversationA_7778655left,#545364122,Let's get out of here.,,ここから出ましょう。,638
Choices,CaveA_ConversationA_7778655right,#447122752,Maybe it IS someone.,,多分それは人です。,639
Choices,CaveA_ConversationA_7778655top,#775402701,What could it be?,,どうなり得るか？,640
Choices,CaveA_ConversationA_1844582left,#691404921,"Let's go, please?",,のは、してください行こうか？,641
Choices,CaveA_ConversationA_1844582right,#629879961,"Yeah, why not.",,うん、その理由ではありません。,642
Choices,CaveA_ConversationA_9591261left,#686947901,I'm just scared.,,私は怖いです。,643
Choices,CaveA_ConversationA_9591261right,#428567583,My friends are waiting.,,私の友人が待っています。,644
Choices,CaveA_ConversationA_4090689left,#693724223,YOU scared ME!,,びっくりしました！,645
Choices,CaveA_ConversationA_4090689right,#211469238,What are you doing?,,何してるの？,646
Choices,CaveA_ConversationA_1_FindingTriangle_2877908left,#642871997,Yes...,,はい...,647
Choices,CaveA_ConversationA_1_FindingTriangle_2877908right,#824062431,Where?,,どこで？,648
Choices,CaveA_ConversationA_1_FindingTriangle_2196302left,#993077541,Let's go with that.,,のは、それと行きましょう。,649
Choices,CaveA_ConversationA_1_FindingTriangle_2196302right,#929690146,"Uhhh, possibly?",,うーん、多分？,650
Choices,CaveA_ConversationA_1_FindingTriangle_2196302top,#599838283,Doesn't look like it...,,それのように見えていません...,651
Choices,CaveA_ConversationA_1_FindingTriangle_7618042left,#481991563,Cool!,,クール！,652
Choices,CaveA_ConversationA_1_FindingTriangle_7618042top,#678916412,You think so? ,,あなたはそう思う？,653
Choices,CaveA_ConversationA_1_FindingTriangle_4789944left,#777106463,Maybe later...,,たぶん、後...,654
Choices,CaveA_ConversationA_1_FindingTriangle_4789944right,#533310104,Good idea!,,良いアイデア！,655
Choices,CaveA_ConversationA_1_FindingTriangle_2545672left,#832424050,I wanna look around first. ,,私が最初に見て回るたい。,656
Choices,CaveA_ConversationA_1_FindingTriangle_2545672right,#752362040,FINE. ,,FINE。,657
Choices,CaveA_ConversationA_1_FindingTriangle_1548856left,#824420073,"Huh, that’s weird.",,えっ、それは奇妙です。,658
Choices,CaveA_ConversationA_1_FindingTriangle_1548856right,#866225742,I don’t know what it is.,,私はそれが何であるかを知りません。,659
Choices,CaveA_ConversationA_1_FindingTriangle_1548856top,#985831636,Shouldn’t there be something else here...,,何か他のものはここに存在してはなりません...,660
Choices,CaveA_ConversationA_2_GhostTalk_39757left,#576815129,What the Hell...,,なんてこったい...,661
Choices,CaveA_ConversationA_2_GhostTalk_39757right,#227621353,Jonas...,,ジョナス...,662
Choices,CaveA_ConversationA_2_GhostTalk_201056left,#164420546,Hello.,,こんにちは。,663
Choices,CaveA_ConversationA_2_GhostTalk_201056right,#827592208,Hi? ,,こんにちは？,664
Choices,CaveA_ConversationA_2_GhostTalk_201056top,#493086450,Hello? ,,こんにちは？,665
Choices,CaveA_ConversationA_2_GhostTalk_8914969left,#485566630,What?,,何？,666
Choices,CaveA_ConversationA_2_GhostTalk_8914969right,#444653175,I don't know...,,知りません...,667
Choices,CaveA_ConversationA_2_GhostTalk_8914969top,#202637038,Who are you? ,,あなたは誰？,668
Choices,CaveA_ConversationA_2_GhostTalk_9866867left,#201546686,"Uh, sure.",,ええと、確認してください。,669
Choices,CaveA_ConversationA_2_GhostTalk_9866867right,#379688447,I don't know what you mean. ,,私はあなたが何を意味するのか分かりません。,670
Choices,CaveA_ConversationA_2_GhostTalk_9866867top,#786736379,Maybe...?,,多分...？,671
Choices,CaveA_ConversationA_2_GhostTalk_168742right,#271315777,Me again?,,ミー再び？,672
Choices,CaveA_ConversationA_2_GhostTalk_168742top,#448570323,What struggle?,,どのような闘争？,673
Choices,CaveA_ConversationA_2_GhostTalk_3099926left,#186802458,Other me?,,私は、他の？,674
Choices,CaveA_ConversationA_2_GhostTalk_3099926right,#515885716,These machines…?,,これらのマシンは...？,675
Choices,CaveA_ConversationA_2_GhostTalk_3099926top,#128409517,What won’t help?,,何を助けていないのだろうか？,676
Choices,CaveA_ConversationB_3935654left,#620767206,JONAS!,,JONAS！,677
Choices,CaveA_ConversationB_3935654right,#822691556,WHAT'S HAPPENING!,,何が起こっていますか！,678
Choices,CaveA_ConversationB_3935654top,#951805247,AHHHHH!,,AHHHHH！,679
Choices,CaveA_UnderwaterScript_9251373left,#515507142,But which could not,,しかし、これはできませんでした,680
Choices,CaveA_UnderwaterScript_9251373right,#251091370,be attacked or destroyed,,攻撃や破壊されます,681
Choices,CaveA_UnderwaterScript_9251373top,#527581240,except under limited circumstances,,限られた状況下で除き、,682
Choices,CaveA_x_moredebris_script_2055163top,#226272596,I don't know how it would.,,それはどのようにだろう、私は知りません。,683
Choices,CaveA_x_largegraffiti_script_7072702top,#472447160,See the first half?,,前半を参照してください？,684
Choices,CaveA_x_WalkieTalkie_script_952352left,#118243614,Hello out there!,,そこにこんにちは！,685
Choices,CaveA_x_WalkieTalkie_script_952352right,#334314159,Ren! Can you guys hear me?,,レン！君たちは私を聞くことができますか？,686
Choices,CaveA_x_WalkieTalkie_script_952352top,#204539872,"Testing, testing…",,テスト、テスト...,687
Choices,CaveA_x_WalkieTalkie_script_7841918right,#762275578,“Sleepy time gal?”,,「スリーピータイムギャル？」,688
Choices,CaveA_StoppedTuning_8370539left,#122300508,We don’t know what it is!,,私たちは、それが何であるかわかりません！,689
Choices,CaveA_StoppedTuning_8370539right,#241665511,It’s scary!,,それは怖い！,690
Choices,CaveA_StoppedTuning_8370539top,#456220040,I got confused!,,私は混乱しました！,691
Choices,CaveA_FirstTune_8836625left,#358047127,I THINK!,,おもう！,692
Choices,CaveA_FirstTune_8836625right,#795844543,YEAH!,,YEAH！,693
Choices,CaveA_FirstTune_8836625top,#170894122,SHOULD I STOP?!,,私は停止する必要があります！,694
Choices,CaveA_SecondTune_2844349left,#188940681,SHUT UP!,,黙れ！,695
Choices,CaveA_SecondTune_2844349right,#209497535,I KNOW!,,知っている！,696
Choices,CaveA_SecondTune_2844349top,#827250132,IS IT?,,それは...ですか？,697
Choices,CaveA_Underwater2_6AM_ConversationA_810901left,#770006902,Then just leave! ,,それからちょうど残します！,698
Choices,CaveA_Underwater2_6AM_ConversationA_810901right,#260894666,Then why use my friends! ,,そして、なぜ私の友人を使用！,699
Choices,CaveA_Underwater2_6AM_ConversationA_2574864left,#477723706,You have to go! ,,あなたが行かなければならない！,700
Choices,CaveA_Underwater2_6AM_ConversationA_2574864right,#131047557,I'm not sorry for you.,,私はあなたのために残念ではありませんよ。,701
Choices,CaveA_Underwater2_6AM_ConversationA_1321239left,#770336007,Yes! ,,はい！,702
Choices,CaveA_Underwater2_6AM_ConversationA_1321239right,#401774069,"No, but you have to! ",,いや、しかし、あなたはする必要があります！,703
Choices,CaveA_Underwater2_6AM_ConversationA_1321239top,#148122998,I can imagine it! ,,私はそれを想像することができます！,704
Choices,CaveA_Underwater2_6AM_ConversationA_5332980right,#859776066,My friends wouldn’t take the deal!,,私の友人は契約を取ることではないでしょう！,705
Choices,CaveA_Underwater2_6AM_ConversationA_5332980top,#681657251,"I, uh, can’t leave, actually.",,私は、ええと、実際には、残すことはできません。,706
Choices,CaveA_Underwater2_6AM_ConversationA_9816724right,#946055305,My friends wouldn’t have taken the deal.,,私の友人は、契約を取っていないだろう。,707
Choices,CaveA_Underwater2_6AM_ConversationA_7820926left,#656909905,"I’m here, aren’t I?!",,私は、私は、ここにされていませんよ！,708
Choices,CaveA_Underwater2_6AM_ConversationA_7820926right,#413040182,I wanted to do what’s best!,,私は最善のものをやってみたかったです！,709
Choices,CaveA_Underwater2_6AM_ConversationA_7820926top,#965808313,They’re lying!,,彼らは嘘です！,710
Choices,CaveA_6AM_Cave_ConversationB_8083868left,#994290838,"No, it can’t be.  ",,いいえ、それはすることはできません。,711
Choices,CaveA_6AM_Cave_ConversationB_8083868right,#587947141,There’s still time left.  ,,残された時間はまだあります。,712
Choices,CaveA_6AM_Cave_ConversationB_8083868top,#710464523,"We’re still okay, so… ",,私たちは、そう、まだ大丈夫です...,713
Choices,CaveA_6AM_Cave_ConversationB_2947901left,#768009275,We’ll tune into the source. ,,私たちは、ソースにチューンよ。,714
Choices,CaveA_6AM_Cave_ConversationB_2947901right,#760730554,We gotta go in and get her. ,,我々は中に入ると、彼女をもらわなく。,715
Choices,CaveA_6AM_Cave_ConversationB_2947901top,#241894701,Any ideas?  ,,何か案は？,716
Choices,CaveA_6AM_Cave_ConversationB_2805494left,#235868661,What branch?! ,,何ブランチ！,717
Choices,CaveA_6AM_Cave_ConversationB_2805494right,#318029673,"The radio, maybe?  ",,ラジオ、多分？,718
Choices,CaveA_6AM_Cave_ConversationB_2805494top,#992901324,There’s no time.  ,,もう時間がありません。,719
Choices,CaveA_6AM_Cave_ConversationB_2155471left,#381310705,I have no idea.,,何も思いつきません。,720
Choices,CaveA_6AM_Cave_ConversationB_2155471right,#381418903,Just try a bunch of stuff? ,,ただ、原料の束を試してみてください？,721
Choices,CaveA_6AM_Cave_ConversationB_4195721left,#306879228,Nope.,,いいえ。,722
Choices,CaveA_6AM_Cave_ConversationB_4195721right,#362152450,Those I have a lot of. ,,それらは私がたくさんあります。,723
Choices,CaveA_6AM_Cave_ConversationA_7111731left,#859752514,Stop this now! ,,今、これを停止！,724
Choices,CaveA_6AM_Cave_ConversationA_7111731right,#915842691,Look at what’s happening! ,,何が起こっているかを見てください！,725
Choices,CaveA_6AM_Cave_ConversationA_6818967left,#494793085,They did care! ,,彼らは世話をしました！,726
Choices,CaveA_6AM_Cave_ConversationA_6818967right,#908494419,Maggie cared! ,,マギーは、世話を！,727
Choices,CaveA_6AM_Cave_ConversationA_6818967top,#195877006,That’s no reason to do this! ,,それは、これを行う理由にはなりません！,728
Choices,CaveA_6AM_Cave_RadioMoments_FirstSignal_7913324left,#432613917,Hopefully! ,,うまくいけば！,729
Choices,CaveA_6AM_Cave_RadioMoments_FirstSignal_7913324right,#350269667,"Hang on, Clarissa.  ",,、クラリッサをハングアップ。,730
Choices,CaveA_6AM_Cave_RadioMoments_SecondSignal_7913324right,#157572293,This has always worked before...,,これは、常に前に働いています...,731
Choices,CaveA_6AM_Cave_RadioMoments_SecondSignal_3701600left,#369646169,"Yeah, thanks.  ",,そう、ありがとう。,732
Choices,CaveA_6AM_Cave_RadioMoments_SecondSignal_3701600right,#174082623,"Wait, don’t! ",,待って、しないでください！,733
Choices,CaveA_6AM_Cave_RadioMoments_SecondSignal_7124159right,#655806082,What's it doing?,,それは何をやっていますか？,734
Choices,CaveA_6AM_Cave_Triggers_StopsFirstSignal_1932683left,#706845907,Whoops.  ,,おっと。,735
Choices,CaveA_6AM_Cave_Triggers_StopsFirstSignal_1932683right,#840669816,In a minute… ,,すぐに…,736
Choices,CaveA_6AM_Cave_Triggers_StopsSecondSignal_1932683left,#300433174,"I just slipped, sorry. ",,私は申し訳ありませんが、下落しました。,737
Choices,CaveA_6AM_Cave_Triggers_StopsSecondSignal_1932683right,#893108255,Something was weird… ,,何かが変でした...,738
Choices,CaveA_6AM_Cave_Triggers_StopsSecondSignalWhileJonasSteady_1932683left,#897242022,Are you sure?  ,,本気ですか？,739
Choices,CaveA_6AM_Cave_Triggers_StopsThirdSignal_1932683left,#902647806,"Okay, sorry.  ",,うんごめん。,740
Choices,CaveA_6AM_Cave_Triggers_StopsThirdSignal_1932683right,#431378201,Just a second.  ,,ちょっと待って。,741
Choices,CaveA_6AM_Cave_Triggers_LeavesWhileJonasTuning_1932683left,#327951987,I’m not going anywhere.  ,,私はどこにも行きませんよ。,742
Choices,CaveA_6AM_Cave_Triggers_LeavesWhileJonasTuning_1932683right,#315822817,Just stop tuning.  ,,ただ、チューニングを停止します。,743
Choices,CaveA_6AM_Cave_Triggers_LeavesWhileJonasTuning_1932683top,#943504111,I’ll be back. ,,戻ってきます。,744
Choices,CaveA_Script-01ClosePortal_4557866left,#361949704,Shut up!,,黙れ！,745
Choices,CaveA_Script-01ClosePortal_4557866right,#115133669,I don’t care what happens to me. ,,私は、私に何が起こるか気にしません。,746
Choices,CaveA_Script-01ClosePortal_4557866top,#886937040,Leave peacefully and I’ll stop.,,平和ままにして、私は停止されます。,747
Choices,CommTowerSeperate_ConversationA_7139916left,#559405126,I'm fine.,,大丈夫です。,748
Choices,CommTowerSeperate_ConversationA_7139916right,#612823239,I think so...,,私はそう思う...,749
Choices,CommTowerSeperate_ConversationA_7139916top,#940344441,What happened?,,何が起こった？,750
Choices,CommTowerSeperate_ConversationA_8328722right,#934211827,As sure as I'm gonna be.,,私はなるつもりのようにしてください。,751
Choices,CommTowerSeperate_ConversationA_5863051left,#611974610,Do I look alright?,,私は大丈夫見ていますか？,752
Choices,CommTowerSeperate_ConversationA_5863051right,#704177794,You okay?,,あなたは大丈夫？,753
Choices,CommTowerSeperate_ConversationA1_8285497left,#754583826,But this is exciting!,,しかし、これはエキサイティングです！,754
Choices,CommTowerSeperate_ConversationA1_8285497right,#499554154,Not without my friends!,,ではない私の友人なし！,755
Choices,CommTowerSeperate_ConversationA1_8285497top,#271542652,WAY ahead of you.,,あなたの前方の道。,756
Choices,CommTowerSeperate_ConversationA1_8851544left,#849643902,There’s other versions of us…?,,私たちの他のバージョンがありますか...？,757
Choices,CommTowerSeperate_ConversationA1_8851544right,#936581726,Alternate realities?,,代替現実？,758
Choices,CommTowerSeperate_ConversationA1_8851544top,#385110088,A past / present thing?,,過去/現在の事？,759
Choices,CommTowerSeperate_ConversationA1_WithoutFriends_3522056left,#809436479,She's my friend.,,彼女は私の友人です。,760
Choices,CommTowerSeperate_ConversationA1_WithoutFriends_3522056right,#406454098,We can't leave anybody.,,私たちは誰を残すことはできません。,761
Choices,CommTowerSeperate_ConversationA1_WithoutFriends_3522056top,#484457118,Maybe not Clarissa...,,そうでないかもしれないクラリッサ...,762
Choices,CommTowerSeperate_ConversationA1_Exciting_12056left,#780945780,"Yeah, let's find out!",,うん、見つけるてみましょう！,763
Choices,CommTowerSeperate_ConversationA1_Exciting_12056right,#816656709,You big baby.,,あなたは大きな赤ちゃん。,764
Choices,CommTowerSeperate_ConversationA1_Exciting_12056top,#358608381,I guess you're right...,,私はあなたが正しいことを推測します...,765
Choices,CommTowerSeperate_ConversationA1_Exciting_5808097left,#458848808,"Okay, FINE.",,じゃ、いいよ。,766
Choices,CommTowerSeperate_ConversationA1_Exciting_5808097right,#894287101,Chicken.,,チキン。,767
Choices,CommTowerSeperate_ConversationA1_Pranking_12056left,#288668112,It's not a prank!,,それはいたずらではありません！,768
Choices,CommTowerSeperate_ConversationA1_Pranking_12056right,#631701962,I'm freaked out too!,,私もびびりますよ！,769
Choices,CommTowerSeperate_ConversationA1_Pranking_12056top,#379412897,I wouldn't do that to you.,,私はあなたにそれをしないだろう。,770
Choices,CommTowerSeperate_ConversationA1_CrossYourFingers_12056left,#605319693,Can we talk about what happened?,,我々は何が起こったのかについて話していただけますか？,771
Choices,CommTowerSeperate_ConversationA1_CrossYourFingers_12056right,#252225004,Where's everyone else?,,皆はどこにありますか？,772
Choices,CommTowerSeperate_ConversationA1_CrossYourFingers_12056top,#208774420,It probably won't!,,それはおそらくないでしょう！,773
Choices,CommTowerSeperate_ConversationC_UNUSED_7991404left,#379871678,Why’d you do it?  ,,あなたはそれを行うWhy'd？,774
Choices,CommTowerSeperate_ConversationC_UNUSED_7991404right,#276690145,Are you… okay?  ,,大丈夫ですか？,775
Choices,CommTowerSeperate_ConversationC_UNUSED_7991404top,#966084798,This is the truth?  ,,真実です？,776
Choices,CommTowerSeperate_ConversationC_UNUSED_3606070left,#492929552,Safe to be around… ,,周りも安全...,777
Choices,CommTowerSeperate_ConversationC_UNUSED_3606070top,#601657983,I’m… not sure. ,,よく分かりません。,778
Choices,CommTowerSeperate_ConversationC_UNUSED_7306498right,#232882075,I’m keeping an eye on you… ,,私はあなたに目を光らせています...,779
Choices,CommTowerSeperate_ConversationD_5593801right,#991053249,Comm Tower speaking.  ,,Commのタワーは話します。,780
Choices,CommTowerSeperate_ConversationD_5593801top,#651369817,HELLLPPP!,,HELLLPPP！,781
Choices,CommTowerSeperate_ConversationD_3732138left,#838129020,Ren?,,漣？,782
Choices,CommTowerSeperate_ConversationD_3732138right,#444244165,"Yeah, it's me.",,うん、それは私です。,783
Choices,CommTowerSeperate_ConversationD_3819472left,#900248326,How are you calling us?,,どのように私たちを呼んでいますか？,784
Choices,CommTowerSeperate_ConversationD_3819472right,#168387146,It's been a rough night....,,これは、大まかな夜をされている....,785
Choices,CommTowerSeperate_ConversationD_469830left,#170628825,How'd you get there?,,どうやってそこに着きますか？,786
Choices,CommTowerSeperate_ConversationD_469830right,#790337570,Just calm down.,,ちょうど落ち着きます。,787
Choices,CommTowerSeperate_ConversationD_452707left,#456065073,"Hold on, Ren. [SWITCH OVER]",,、レンを待っ。 [切り替える],788
Choices,CommTowerSeperate_ConversationD_452707right,#234431953,I'll ignore it.,,私はそれを無視します。,789
Choices,CommTowerSeperate_ConversationD_2254327left,#617330612,Hold on Ren. [SWITCH OVER],,レンにホールド。 [切り替える],790
Choices,CommTowerSeperate_ConversationD_2254327right,#597535924,They can wait.,,彼らは待つことができます。,791
Choices,CommTowerSeperate_ConversationD_5025469right,#732677512,Clarissa can wait.,,クラリッサは待つことができます。,792
Choices,CommTowerSeperate_ConversationD_1157378left,#634077242,"Yeah, let's do it.",,うん、それをやらせます。,793
Choices,CommTowerSeperate_ConversationD_1157378right,#991119121,"Ren sounded bad, though.",,レンは、しかし、悪い聞こえました。,794
Choices,CommTowerSeperate_ConversationD_1157378top,#482005613,But I ALSO promised Ren!,,しかし、私はまた、レンを約束しました！,795
Choices,CommTowerSeperate_ConversationD_8679289left,#378424759,Maybe... [SWITCH OVER],,たぶん... [OVER SWITCH],796
Choices,CommTowerSeperate_ConversationD_8679289right,#251410176,Stupid Ren.,,愚かなレン。,797
Choices,CommTowerSeperate_ConversationD_6504291left,#123195875,Clarissa? [SWITCH OVER],,クラリッサ？ [切り替える],798
Choices,CommTowerSeperate_ConversationD_5685276left,#367891929,We're coming to get you.,,私たちはあなたを取得するために来ています。,799
Choices,CommTowerSeperate_ConversationD_5685276right,#664982569,Where's Nona?,,ノナどこにありますか？,800
Choices,CommTowerSeperate_ConversationD_5685276top,#478305010,Just come here.,,ただ、ここに来ます。,801
Choices,CommTowerSeperate_ConversationD_3416847right,#827999158,Where's Clarissa and Nona?,,クラリッサとノナどこにありますか？,802
Choices,CommTowerSeperate_ConversationD_3355393left,#189712414,She can handle it herself.,,彼女はそれを自分自身を扱うことができます。,803
Choices,CommTowerSeperate_ConversationD_3355393right,#446205395,Maybe...,,多分...,804
Choices,CommTowerSeperate_ConversationD_3355393top,#720039225,But I hate Clarissa!,,しかし、私はクラリッサを嫌い！,805
Choices,CommTowerSeperate_ConversationD_1692141left,#181093011,Being annoying.,,迷惑なので。,806
Choices,CommTowerSeperate_ConversationD_1692141right,#453373911,Hating me.,,私を嫌います。,807
Choices,CommTowerSeperate_ConversationD_1692141top,#870373539,Conformity!,,適合！,808
Choices,CommTowerSeperate_ConversationD_5915005left,#519698738,Ren in the woods.,,森の中REN。,809
Choices,CommTowerSeperate_ConversationD_5915005right,#921604599,Clarissa in Milner.,,ミルナーでクラリッサ。,810
Choices,CommTowerSeperate_ConversationD_1082028right,#584090184,Maybe he'll come here?,,たぶん彼はここに来ますか？,811
Choices,CommTowerSeperate_ConversationD_1082028top,#526016127,Annoying little weasel...,,迷惑な小さなイタチ...,812
Choices,CommTowerSeperate_ConversationD_9360341left,#585346153,UGH.,,UGH。,813
Choices,CommTowerSeperate_ConversationD_9693279left,#123068931,Where are you?,,どこにいますか？,814
Choices,CommTowerSeperate_ConversationD_9693279right,#466154438,Ren's on the other line.,,レンは、他のライン上にあります。,815
Choices,CommTowerSeperate_ConversationD_9693279top,#852025499,"Goodbye, Clarissa! [SWITCH OVER]",,さようなら、クラリッサ！ [切り替える],816
Choices,CommTowerSeperate_ConversationD_9897677right,#649183565,"Goodbye, Clarissa. [SWITCH OVER]",,さようなら、クラリッサ。 [切り替える],817
Choices,CommTowerSeperate_ConversationD_7188655left,#922047370,We're on our way!,,我々は我々の方法にしています！,818
Choices,CommTowerSeperate_ConversationD_7188655right,#977946029,Meet us here instead.,,代わりに、ここで私たちを満たしています。,819
Choices,CommTowerSeperate_ConversationD_7188655top,#487434771,Ren needs my help. [SWITCH OVER],,レンは私の助けを必要とします。 [切り替える],820
Choices,CommTowerSeperate_ConversationD_4060149left,#496926578,Maybe Ren's still on the line?,,たぶん、ライン上の漣さんはまだ？,821
Choices,CommTowerSeperate_ConversationD_4060149right,#684120252,Lost the connection?,,接続を失いましたか？,822
Choices,CommTowerSeperate_ConversationD_9496447left,#479418729,DON'T SAY THAT.,,THATを言うことはありません。,823
Choices,CommTowerSeperate_ConversationD_9496447right,#772224281,We can only hope.,,我々は唯一の希望することができます。,824
Choices,CommTowerSeperate_Script-PostPostPostLetsGo_2375329left,#163760284,We ARE badasses.,,私たちは、badasses ARE。,825
Choices,CommTowerSeperate_Script-PostPostPostLetsGo_2375329right,#929414176,We’re not that badass.,,私たちは、そのワルじゃありません。,826
Choices,CommTowerSeperate_Script-HardenSign_7379437left,#766269852,Grow up.,,成長する。,827
Choices,CommTowerSeperate_Script-HardenSign_7379437right,#542204145,"Yeah, it's pretty great.",,うん、それはかなり素晴らしいことです。,828
Choices,CommTowerSeperate_Script-HardenSign_7379437top,#954047944,Maybe that’s why I remember it.,,私はそれを覚えて、なぜ多分それです。,829
Choices,CommTowerSeperate_Script-ElectricFence_9373811left,#867708632,But I wanna! ,,しかし、私はしたいです！,830
